gender,age,occupation,education,income,children,ethnicity,ev_owner,ev_count,ev_motivation,ev_type,ev_model,ev_range,ev_experience,public_charging_frequency,charger_compatibility,home_type,home_charging_method,daily_trips,trip_purpose,parking_location,parking_duration,daily_distance,max_wait_time,preferred_charge_time,location_flexibility,weekly_charge_frequency,avg_charge_duration,info_preference,walking_distance,ac_vs_dc_preference,charger_choice_reason,travel_to_charger,satisfaction_score,memorable_experience,difficulty_finding_station,accessibility_importance,station_choice_factors,improvement_suggestions,facility_improvement_ideas,statements_agreement,user_involvement_belief,charging_effect_on_time,recharge_threshold,future_features,long_trip_planning,newcastle_distribution_rating,parking_habits_effect,parking_convenience,pc
Male,35-44,Employed,Bachelor's degree,"£50,001 - £70,000",No children aged 18 or under,White,Yes,1,Government incentives,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),Hyundai Ioniq,300-400 km,1-3 years,Weekly,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,Work/School,Home,More than 8 hours,10km to 30km,< 10 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),1 to 2 times,1 to 3 hours,Mobile app,Less than 1km,DC Charger,Duration of charge.,3km to 6km,4.0,There are quite a few nearby where I live,No,3.0,"Proximity to my destination, Amenities available nearby (e.g., restrooms, shops)",An app to tell you where there are spaces free,Enhance user experience through better signage and information,It is more convenient to charge my vehicle only after ending my trips for the day.,Yes,No impact on travel time.,20% - 40%,toilets,I choose charging stations that are conveniently located along my preferred route.,3.0,I can park closer to my destination.,Slightly more convenient,NE3
Male,18-24,Employed,Bachelor's degree,"£35,001 - £50,000",No children aged 18 or under,White,Yes,1,Government incentives,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),Other (please specify),100-200 km,Less than 6 months,Monthly,My EV is not capable of DC fast charging,Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,Work/School,Home,5 to 8 hours,Less than 10km,10 to 20 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),3 to 4 times,Less than 1 hour,In-car navigation system,1km to 2km,DC Charger,Duration of charge.,3km to 6km,2.0,At a services when using a company tesla not my own having to wait an hour for availability ,Yes,3.0,"Proximity to my destination, Cost of charging, Safety and security of the location, Amenities available nearby (e.g., restrooms, shops)",More in my local area ,Increase the number of charging stations,It is more convenient to charge my vehicle only after ending my trips for the day.,Yes,Slightly increases travel time.,60% - 80%,Nothing off of the top of my head ,I choose charging stations that are conveniently located along my preferred route.,3.0,I have to park further from my destination.,No difference,DH5
Male,35-44,Employed,Bachelor's degree,"£20,000 - £35,000",No children aged 18 or under,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),Less than 100 km,1-3 years,Never,My EV is not capable of DC fast charging,Single family house/townhouse without dedicated parking,Standard wall electrical outlet (Level 1),1 to 2,"Work/School, Errands",Home,More than 8 hours,Less than 10km,< 10 minutes.,12am to 6am,Not flexible (must be very close to usual routes),3 to 4 times,1 to 3 hours,Mobile app,Less than 1km,AC Charger,Cost.,1km to 3km,2.0,Not really,No,1.0,"Cost of charging, Safety and security of the location","None, it is all down to the people you encounter there.",Provide incentives for EV owners to share private charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Not sure,No impact on travel time.,20% - 40%,"You could go all out and put airport your lounge in them, but, it isn't really necessary",I only consider charging stations as a backup plan o d. I do not consider charging stations in my route planning.,2.0,No impact on my parking habits.,No difference,TS5
Female,18-24,Student,Some college,"£20,000 - £35,000",No children aged 18 or under,Black / African / Caribbean / Black British,Yes,One,Cost savings,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),"BMW 5 Series, Other (please specify)",200-300 km,Less than 6 months,Monthly,Supercharger (Tesla),"Rental apartment in low-rise building (e.g., duplex, triplex, basement apartment)",Portable Level 2 charging station,,,,5 to 8 hours,30km to 50km,20 to 30 minutes.,12pm to 6pm,Somewhat flexible (can be a minor detour),3 to 4 times,3 to 6 hours,Online map,2km to 3km,AC Charger,Availability of charger on-route.,6km to 9km,1.0,Got there and there were magazines at the charging station to keep one busy,No,4.0,"Availability of fast charging, User-friendly interface, Safety and security of the location, Amenities available nearby (e.g., restrooms, shops), Environmental considerations (e.g., renewable energy sources)",Make them closer,Increase the number of charging stations,It is more convenient to charge my vehicle directly after ending every trip.,Not sure,Reduces travel time significantly.,40% - 60%,On site customer service ,I choose charging stations that are conveniently located along my preferred route.,3.0,I have to park further from my destination.,No difference,DH1
Female,18-24,Student,Some college,"£20,000 - £35,000",No children aged 18 or under,Black / African / Caribbean / Black British,Yes,One,Cost savings,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),"BMW 5 Series, Other (please specify)",200-300 km,Less than 6 months,Monthly,Supercharger (Tesla),"Rental apartment in low-rise building (e.g., duplex, triplex, basement apartment)",Portable Level 2 charging station,,,,5 to 8 hours,30km to 50km,20 to 30 minutes.,12pm to 6pm,Somewhat flexible (can be a minor detour),3 to 4 times,3 to 6 hours,Online map,2km to 3km,AC Charger,Availability of charger on-route.,6km to 9km,1.0,Got there and there were magazines at the charging station to keep one busy,No,4.0,"Availability of fast charging, User-friendly interface, Safety and security of the location, Amenities available nearby (e.g., restrooms, shops), Environmental considerations (e.g., renewable energy sources)",Make them closer,Increase the number of charging stations,It is more convenient to charge my vehicle directly after ending every trip.,Not sure,Reduces travel time significantly.,40% - 60%,On site customer service ,I choose charging stations that are conveniently located along my preferred route.,3.0,I have to park further from my destination.,No difference,DH1
Male,25-34,Employed,Bachelor's degree,"£20,000 - £35,000",No children aged 18 or under,White,Yes,1,Environmental concerns,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),100-200 km,1-3 years,Weekly,Not sure,Single family house/townhouse without dedicated parking,Fixed/hard-wired Level 2 charging station,3 to 4,"Work/School, Leisure, Errands, Returning Home",Home,More than 8 hours,10km to 30km,10 to 20 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),3 to 4 times,3 to 6 hours,In-car navigation system,1km to 2km,DC Charger,Duration of charge.,3km to 6km,2.0,"Tried to download app/create account/charge vehicle from pre-pay app. App did not work, charger would not turn on, vehicle could not be charged. Gave up due to multiple failures on app.",Yes,4.0,"Proximity to my destination, Availability of fast charging, Cost of charging, Environmental considerations (e.g., renewable energy sources)","more availability, better UI on chargers, better mobile apps for planning.",Increase the number of charging stations,It is more convenient to charge my vehicle only after ending my trips for the day.,Yes,Slightly increases travel time.,20% - 40%,"approx wait time boards, locations of alternative charging stations, VIP chargers ",I choose charging stations that are conveniently located along my preferred route.,3.0,I have to park further from my destination.,Slightly less convenient,SR4
Female,45-54,Employed,Bachelor's degree,"£20,000 - £35,000",No children aged 18 or under,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),200-300 km,Less than 6 months,Weekly,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),3 to 4,Work/School,Home,More than 8 hours,10km to 30km,< 10 minutes.,12am to 6am,Somewhat flexible (can be a minor detour),3 to 4 times,More than 6 hours,In-car navigation system,Less than 1km,DC Charger,Duration of charge.,1km to 3km,2.0,Frantically driving around as my battery depleted to find an available charging point in my local area.,Yes,4.0,"Availability of fast charging, Cost of charging, User-friendly interface, Amenities available nearby (e.g., restrooms, shops), Environmental considerations (e.g., renewable energy sources)",,Increase the number of charging stations,I will wait to charge my vehicle when the cost is at its lowest.,Yes,Increases travel time significantly.,Below 20%,,I choose charging stations that are conveniently located along my preferred route.,3.0,No impact on my parking habits.,Slightly less convenient,NE6
Male,18-24,Employed,Bachelor's degree,"£50,001 - £70,000",No children aged 18 or under,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),200-300 km,Less than 6 months,Never,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,"Work/School, Errands, Returning Home",Home,More than 8 hours,30km to 50km,10 to 20 minutes.,12am to 6am,Not flexible (must be very close to usual routes),1 to 2 times,More than 6 hours,In-car navigation system,Less than 1km,AC Charger,Cost.,1km to 3km,3.0,,No,3.0,"Proximity to my destination, Cost of charging, Amenities available nearby (e.g., restrooms, shops)",,Increase the number of charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Slightly increases travel time.,20% - 40%,,I only consider charging stations as a backup plan o d. I do not consider charging stations in my route planning.,2.0,No impact on my parking habits.,No difference,NE1
Male,18-24,Employed,Bachelor's degree,"Over £70,000",No children aged 18 or under,Black / African / Caribbean / Black British,Yes,2,Environmental concerns,Battery EV (exclusively powered by a rechargeable battery),Tesla Model 3,Less than 100 km,6 months - 1 year,Weekly,Supercharger (Tesla),Single family house/townhouse with dedicated parking,Shared Level 2 charging station,3 to 4,"Work/School, Leisure, Returning Home",Home,More than 8 hours,Less than 10km,< 10 minutes.,12am to 6am,Somewhat flexible (can be a minor detour),3 to 4 times,Less than 1 hour,Mobile app,Less than 1km,DC Charger,Duration of charge.,3km to 6km,3.0,"They're usually empty at the ones I visit, so that's always great.",No,4.0,"Proximity to my destination, Availability of fast charging, Safety and security of the location, Environmental considerations (e.g., renewable energy sources)","They're still upcoming, so sometimes there are only 1/2 available.",Enhance user experience through better signage and information,It is more convenient to charge my vehicle directly after ending every trip.,Yes,Slightly increases travel time.,20% - 40%,Maybe some security cameras and emergency buttons just in case,I choose charging stations that are conveniently located along my preferred route.,3.0,I have to park further from my destination.,Slightly more convenient,TS7
Male,35-44,Employed,Bachelor's degree,"£35,001 - £50,000",Yes - children aged 5 to 10 years old,Asian / Asian British,Yes,1,Cost savings,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),Toyota Prius,100-200 km,More than 3 years,Rarely,My EV is not capable of DC fast charging,"Rental apartment in low-rise building (e.g., duplex, triplex, basement apartment)",Fixed/hard-wired Level 2 charging station,1 to 2,Work/School,Home,5 to 8 hours,Less than 10km,< 10 minutes.,12am to 6am,Not flexible (must be very close to usual routes),1 to 2 times,More than 6 hours,In-car navigation system,Less than 1km,AC Charger,Cost.,Less than 1km,5.0,had to wait because there was a line,No,5.0,Proximity to my destination,charging that's more faster,Improve reliability and maintenance of existing stations,It is more convenient to charge my vehicle directly after ending every trip.,Yes,Reduces travel time significantly.,20% - 40%,wireless charging,I choose charging stations that are conveniently located along my preferred route.,4.0,No impact on my parking habits.,Much more convenient,NE3
Male,35-44,Employed,Bachelor's degree,"£50,001 - £70,000",Yes - children aged 5 to 10 years old,Asian / Asian British,Yes,1,Cost savings,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),Toyota Prius,100-200 km,1-3 years,Rarely,My EV is not capable of DC fast charging,"Rental apartment in low-rise building (e.g., duplex, triplex, basement apartment)",Standard wall electrical outlet (Level 1),1 to 2,Work/School,Home,5 to 8 hours,Less than 10km,< 10 minutes.,12am to 6am,Not flexible (must be very close to usual routes),1 to 2 times,More than 6 hours,In-car navigation system,Less than 1km,AC Charger,Cost.,Less than 1km,4.0,long lines,No,5.0,Proximity to my destination,wireless charging,Improve reliability and maintenance of existing stations,It is more convenient to charge my vehicle directly after ending every trip.,Yes,Slightly reduces travel time.,20% - 40%,develop wireless charging,I choose charging stations that are conveniently located along my preferred route.,4.0,No impact on my parking habits.,Slightly more convenient,NE3
Male,25-34,Employed,Master's degree,"£20,000 - £35,000",No children aged 18 or under,Black / African / Caribbean / Black British,Yes,1,Environmental concerns,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),Nissan Leaf,100-200 km,6 months - 1 year,Weekly,CCS (Combined Charging System; or Combo 2; or SAE),"Rental apartment in low-rise building (e.g., duplex, triplex, basement apartment)",Fixed/hard-wired Level 2 charging station,1 to 2,"Work/School, Leisure, Errands",Home,More than 8 hours,30km to 50km,10 to 20 minutes.,12pm to 6pm,Somewhat flexible (can be a minor detour),3 to 4 times,1 to 3 hours,Mobile app,1km to 2km,DC Charger,Duration of charge.,1km to 3km,4.0,duration of parking time to charge is little,No,3.0,"Availability of fast charging, Cost of charging, User-friendly interface, Safety and security of the location, Amenities available nearby (e.g., restrooms, shops)",availability,Increase the number of charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Slightly increases travel time.,Below 20%,affordable prices and availability or probably shed,I plan my route entirely around charging stations.,4.0,I have to park further from my destination.,Slightly more convenient,SR5
Male,25-34,Employed,Doctorate or higher,"Over £70,000",No children aged 18 or under,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),300-400 km,1-3 years,Weekly,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse without dedicated parking,I do not charge at home,1 to 2,"Work/School, Returning Home",Home,More than 8 hours,10km to 30km,< 10 minutes.,6am to 12pm,Somewhat flexible (can be a minor detour),3 to 4 times,3 to 6 hours,In-car navigation system,Less than 1km,DC Charger,Duration of charge.,1km to 3km,4.0,High speed public charging around 120kw,Yes,2.0,"Proximity to my destination, Availability of fast charging, Cost of charging, Whether or not they require a subscription ",Lack of subscription ,Improve reliability and maintenance of existing stations,I charge my vehicle when I need to regardless of peak energy usage hours.,Not sure,Slightly increases travel time.,40% - 60%,General waste bins,I plan my route entirely around charging stations.,5.0,No impact on my parking habits.,Slightly more convenient,NE3
Male,18-24,Employed,Bachelor's degree,"£20,000 - £35,000",No children aged 18 or under,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Volkswagen e-Golf,200-300 km,Less than 6 months,Daily,Not sure,Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,Work/School,Home,More than 8 hours,30km to 50km,> 30 minutes.,6am to 12pm,Somewhat flexible (can be a minor detour),Every day to the week,1 to 3 hours,In-car navigation system,2km to 3km,DC Charger,Duration of charge.,1km to 3km,2.0,"My work is right next to an EV company who allow us to benefit from there stations, altogether showing a positive experience as we don’t often have to wait.",No,3.0,"Availability of fast charging, Cost of charging, Safety and security of the location","In my area we really need more access to them as apart from near my work in the business estate, there is a real lack of access unless I’m at home. More access will for sure provide more users to join and get an EV Vehicle.",Increase the number of charging stations,I charge my vehicle when I need to regardless of peak energy usage hours.,Yes,Slightly reduces travel time.,20% - 40%,As previously stated I don’t think much more could be done otherwise than have more of them.,I choose charging stations that are conveniently located along my preferred route.,2.0,No impact on my parking habits.,Much more convenient,TS1
Female,25-34,Employed,Some college,"£20,000 - £35,000",Yes - children aged 5 to 10 years old,White,Yes,1,Environmental concerns,Battery EV (exclusively powered by a rechargeable battery),Audi e-tron #,100-200 km,Less than 6 months,Daily,Supercharger (Tesla),Single family house/townhouse with dedicated parking,I do not charge at home,3 to 4,"Work/School, Errands",Home,1 to 3 hours,30km to 50km,20 to 30 minutes.,12pm to 6pm,Somewhat flexible (can be a minor detour),Every day to the week,1 to 3 hours,Mobile app,2km to 3km,DC Charger,Duration of charge.,3km to 6km,3.0,I didn’t have to wait when I arrived,Yes,4.0,"Proximity to my destination, Cost of charging, Safety and security of the location, Amenities available nearby (e.g., restrooms, shops)",Don’t know,Increase the number of charging stations,I choose to charge my vehicle regardless of the cost.,Yes,Increases travel time significantly.,20% - 40%,Make more charging stations,I choose charging stations that are conveniently located along my preferred route.,3.0,No impact on my parking habits.,No difference,TS4
Female,35-44,Self-employed,Bachelor's degree,"£50,001 - £70,000",Yes - children aged under 5 years old,White,Yes,1,Other,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),200-300 km,Less than 6 months,Rarely,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),More than 4,"Work/School, Leisure, Errands, Returning Home",Home,1 to 3 hours,10km to 30km,10 to 20 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),1 to 2 times,More than 6 hours,In-car navigation system,Less than 1km,DC Charger,Duration of charge.,1km to 3km,3.0,Needing to use one and it being available but the car position in the next space meant I could access it.,Yes,5.0,"Proximity to my destination, Availability of fast charging, Safety and security of the location, Amenities available nearby (e.g., restrooms, shops)",An indication of when the charger will become available if in use.,Provide incentives for EV owners to share private charging stations,It is more convenient to charge my vehicle only after ending my trips for the day.,Yes,Slightly increases travel time.,40% - 60%,More accessible for people with disabilities ,I plan my route entirely around charging stations.,4.0,I have to park further from my destination.,Slightly less convenient,NE1
Male,18-24,Student,High school diploma,"Less than £20,000",No children aged 18 or under,"Black / African / Caribbean / Black British, Prefer not to answer",Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Toyota Prius,100-200 km,6 months - 1 year,Daily,CCS (Combined Charging System; or Combo 2; or SAE),Rental apartment in high-rise building,I do not charge at home,1 to 2,Work/School,Home,1 to 3 hours,30km to 50km,20 to 30 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),Every day to the week,1 to 3 hours,Online map,1km to 2km,DC Charger,Availability of charger on-route.,1km to 3km,3.0,"when I got to the charging station the person in front of me had an issue with his car charging pod as it was refusing to charge, i had to wait a while and eventually left and went to another charging station",No,5.0,"Proximity to my destination, Availability of fast charging, Safety and security of the location",It should have more security,Improve reliability and maintenance of existing stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Increases travel time significantly.,20% - 40%,none for now,I plan my route entirely around charging stations.,4.0,No impact on my parking habits.,Much more convenient,NE1
Male,25-34,Employed,Some college,"£35,001 - £50,000",No children aged 18 or under,White,Yes,1,Technological interest,Battery EV (exclusively powered by a rechargeable battery),Audi e-tron #,300-400 km,Less than 6 months,Monthly,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),3 to 4,"Work/School, Leisure, Errands",Home,More than 8 hours,50km to 100km,< 10 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),Every day to the week,3 to 6 hours,In-car navigation system,1km to 2km,DC Charger,Duration of charge.,1km to 3km,4.0,"When I visited the metrocentre during half term, there were no charging spots left, I had to detour and park in the asda",Yes,3.0,"Proximity to my destination, Cost of charging, Amenities available nearby (e.g., restrooms, shops)",More of them available,Increase the number of charging stations,I charge my vehicle when I need to regardless of peak energy usage hours.,Yes,Slightly increases travel time.,40% - 60%,"Easy to understand and use, clear pricing and restrictions",I choose charging stations that are conveniently located along my preferred route.,4.0,I have to park further from my destination.,Slightly more convenient,NE4
